Node,Time
17210,0.00328
17220,0.003202
17230,0.003251
17240,0.003202
17250,0.003291
17260,0.003285
17270,0.003214
17280,0.003252
17290,0.003234
17300,0.00329
17310,0.003217
17320,0.003261
17330,0.003219
17340,0.003294
17350,0.003307
17360,0.003261
17370,0.003314
17380,0.003285
17390,0.003235
17400,0.003324
17410,0.003414
17420,0.003244
17430,0.003295
17440,0.003298
17450,0.003279
17460,0.003246
17470,0.003276
17480,0.003249
17490,0.003259
17500,0.003308
17510,0.003261
17520,0.003446
17530,0.003364
17540,0.003335
17550,0.003334
17560,0.003324
17570,0.003318
17580,0.003311
17590,0.003362
17600,0.003293
17610,0.003279
17620,0.003308
17630,0.003454
17640,0.003315
17650,0.00338
17660,0.003324
17670,0.003327
17680,0.003333
17690,0.00334
17700,0.003303
17710,0.003341
17720,0.003306
17730,0.003313
17740,0.003354
17750,0.003393
17760,0.003339
17770,0.003396
17780,0.00337
17790,0.003489
17800,0.003347
17810,0.003323
17820,0.003364
17830,0.00338
17840,0.003384
17850,0.003418
17860,0.003373
17870,0.003335
17880,0.003373
17890,0.003364
17900,0.003357
17910,0.003469
17920,0.003404
17930,0.003406
17940,0.003353
17950,0.003441
17960,0.003484
17970,0.00336
17980,0.003436
17990,0.003362
18000,0.003363
18010,0.00339
18020,0.003415
18030,0.003412
18040,0.003428
18050,0.003408
18060,0.00339
18070,0.003406
18080,0.003379
18090,0.003385
18100,0.003478
18110,0.003387
18120,0.003418
18130,0.003413
18140,0.003412
18150,0.003442
18160,0.003487
18170,0.003451
18180,0.003425
18190,0.003447
18200,0.003407
18210,0.003437
18220,0.003438
18230,0.003411
18240,0.003449
18250,0.003493
18260,0.003452
18270,0.003433
18280,0.003445
18290,0.003442
18300,0.003476
18310,0.00348
18320,0.003428
18330,0.003559
18340,0.003491
18350,0.003486
18360,0.003484
18370,0.003444
18380,0.003445
18390,0.003661
18400,0.003448
18410,0.003531
18420,0.003481
18430,0.003535
18440,0.003513
18450,0.003524
18460,0.00351
18470,0.003509
18480,0.003526
18490,0.003472
18500,0.003644
18510,0.00354
18520,0.003473
18530,0.003556
18540,0.003516
18550,0.003508
18560,0.003508
18570,0.003499
18580,0.003562
18590,0.00352
18600,0.003489
18610,0.003662
18620,0.003573
18630,0.003575
18640,0.00355
18650,0.003528
18660,0.003515
18670,0.003538
18680,0.003563
18690,0.003513
18700,0.003562
18710,0.003553
18720,0.003725
18730,0.00361
18740,0.003531
18750,0.003523
18760,0.003578
18770,0.003539
18780,0.003533
18790,0.003598
18800,0.003568
18810,0.003551
18820,0.003576
18830,0.00359
18840,0.003551
18850,0.003604
18860,0.00358
18870,0.00358
18880,0.003552
18890,0.003582
18900,0.00358
18910,0.003605
18920,0.003622
18930,0.003585
18940,0.003663
18950,0.003809
18960,0.003593
18970,0.003588
18980,0.003693
18990,0.00363
19000,0.003596
19010,0.003634
19020,0.003639
19030,0.003619
19040,0.00362
19050,0.003597
19060,0.003606
19070,0.00369
19080,0.00364
19090,0.003622
19100,0.003803
19110,0.003646
19120,0.003688
19130,0.003617
19140,0.003609
19150,0.003644
19160,0.003641
19170,0.003656
19180,0.003641
19190,0.003643
19200,0.003671
19210,0.003681
19220,0.003625
19230,0.003658
19240,0.003647
19250,0.003658
19260,0.003669
19270,0.003707
19280,0.003697
19290,0.003695
19300,0.003668
19310,0.003645
19320,0.003701
19330,0.003714
19340,0.003686
19350,0.003653
19360,0.003693
19370,0.003709
19380,0.003686
19390,0.003736
19400,0.003728
19410,0.003663
19420,0.003731
19430,0.003673
19440,0.003709
19450,0.003725
19460,0.003713
19470,0.003718
19480,0.003896
19490,0.00371
19500,0.003699
19510,0.003756
19520,0.003693
19530,0.003731
19540,0.003722
19550,0.003759
19560,0.003727
19570,0.003756
19580,0.00379
19590,0.003941
19600,0.003765
19610,0.003736
19620,0.003757
19630,0.003946
19640,0.003781
19650,0.003719
19660,0.003797
19670,0.003777
19680,0.003757
19690,0.003757
19700,0.00395
19710,0.003767
19720,0.003847
19730,0.003736
19740,0.003761
19750,0.003764
19760,0.003766
19770,0.003815
19780,0.003747
19790,0.003763
19800,0.003838
19810,0.003792
19820,0.003831
19830,0.003814
19840,0.003786
19850,0.003809
19860,0.003771
19870,0.003771
19880,0.003812
19890,0.003797
19900,0.003799
19910,0.003789
19920,0.004067
19930,0.003835
19940,0.003801
19950,0.003797
19960,0.003842
19970,0.003854
19980,0.00381
19990,0.003843
20000,0.003806
20010,0.003848
20020,0.00382
20030,0.003804
20040,0.003855
20050,0.003805
20060,0.003943
20070,0.003807
20080,0.003809
20090,0.003911
20100,0.003857
20110,0.00386
20120,0.003843
20130,0.003818
20140,0.003903
20150,0.003831
20160,0.003866
20170,0.003858
20180,0.003869
20190,0.003872
20200,0.003861
20210,0.003838
20220,0.003925
20230,0.003845
20240,0.003892
20250,0.003902
20260,0.003947
20270,0.003873
20280,0.003874
20290,0.003891
20300,0.003876
20310,0.003923
20320,0.003918
20330,0.003867
20340,0.003874
20350,0.003928
20360,0.00388
20370,0.003983
20380,0.003896
20390,0.003903
20400,0.003965
20410,0.003937
20420,0.004034
20430,0.003937
20440,0.003884
20450,0.003915
20460,0.004097
20470,0.003945
20480,0.003906
20490,0.003947
20500,0.003959
20510,0.003994
20520,0.003904
20530,0.004162
20540,0.004021
20550,0.004003
20560,0.003959
20570,0.004084
20580,0.00395
20590,0.003954
20600,0.003954
20610,0.003963
20620,0.004015
20630,0.004
20640,0.003968
20650,0.003967
20660,0.00397
20670,0.00405
20680,0.00415
20690,0.004017
20700,0.003972
20710,0.004012
20720,0.004002
20730,0.004034
20740,0.003953
20750,0.004019
20760,0.003979
20770,0.003958
20780,0.004019
20790,0.004148
20800,0.004027
20810,0.003973
20820,0.00408
20830,0.004059
20840,0.00399
20850,0.004021
20860,0.003978
20870,0.004041
20880,0.004067
20890,0.004052
20900,0.004006
20910,0.004016
20920,0.004098
20930,0.004054
20940,0.003993
20950,0.004072
20960,0.004013
20970,0.004017
20980,0.004102
20990,0.004069
21000,0.004067
21010,0.004086
21020,0.004017
21030,0.004061
21040,0.004063
21050,0.004103
21060,0.00402
21070,0.00405
21080,0.00405
21090,0.004082
21100,0.004079
21110,0.004059
21120,0.004047
21130,0.004088
21140,0.004107
21150,0.004134
21160,0.004107
21170,0.00407
21180,0.004065
21190,0.004091
21200,0.004076
21210,0.00407
21220,0.004131
21230,0.00409
21240,0.004075
21250,0.004107
21260,0.004108
21270,0.004171
21280,0.004093
21290,0.004109
21300,0.004134
21310,0.004119
21320,0.004133
21330,0.004244
21340,0.004132
21350,0.004146
21360,0.004083
21370,0.004106
21380,0.004196
21390,0.004129
21400,0.004137
21410,0.004103
21420,0.004153
21430,0.004134
21440,0.004318
21450,0.004149
21460,0.004176
21470,0.00419
21480,0.004111
21490,0.004168
21500,0.004143
21510,0.004133
21520,0.004147
21530,0.00415
21540,0.004206
21550,0.00434
21560,0.004193
21570,0.004178
21580,0.004188
21590,0.004183
21600,0.004138
21610,0.00422
21620,0.004148
21630,0.004173
21640,0.004206
21650,0.004171
21660,0.004344
21670,0.004152
21680,0.004181
21690,0.004276
21700,0.00419
21710,0.004261
21720,0.00416
21730,0.00422
21740,0.004248
21750,0.004197
21760,0.004182
21770,0.004371
21780,0.004264
21790,0.004228
21800,0.004232
21810,0.004214
21820,0.004221
21830,0.004204
21840,0.004256
21850,0.004231
21860,0.004192
21870,0.004651
21880,0.004879
21890,0.004218
21900,0.004244
21910,0.004203
21920,0.004405
21930,0.004283
21940,0.004271
21950,0.00427
21960,0.004248
21970,0.004325
21980,0.004364
21990,0.004782
22000,0.004516
22010,0.004276
22020,0.00427
22030,0.004326
22040,0.004263
22050,0.004277
22060,0.004266
22070,0.004296
22080,0.004273
22090,0.004457
22100,0.004324
22110,0.004301
22120,0.004275
22130,0.00428
22140,0.004281
22150,0.004296
22160,0.004249
22170,0.004288
22180,0.004343
22190,0.004261
22200,0.004295
22210,0.00427
22220,0.004338
22230,0.004341
22240,0.004298
22250,0.004312
22260,0.004328
22270,0.004366
22280,0.004354
22290,0.00437
22300,0.004348
22310,0.004318
22320,0.004354
22330,0.004316
22340,0.004381
22350,0.004395
22360,0.004643
22370,0.004312
22380,0.004343
22390,0.004333
22400,0.004362
22410,0.004331
22420,0.004612
22430,0.004398
22440,0.004351
22450,0.004347
22460,0.004359
22470,0.004432
22480,0.004332
22490,0.004386
22500,0.004381
22510,0.004384
22520,0.004396
22530,0.004514
22540,0.004432
22550,0.004369
22560,0.004351
22570,0.004461
22580,0.004405
22590,0.004382
22600,0.004352
22610,0.004404
22620,0.004424
22630,0.00449
22640,0.00453
22650,0.004457
22660,0.004428
22670,0.004378
22680,0.004439
22690,0.004398
22700,0.004423
22710,0.004379
22720,0.004466
22730,0.00448
22740,0.0044
22750,0.004608
22760,0.00439
22770,0.004437
22780,0.004414
22790,0.004421
22800,0.004441
22810,0.004392
22820,0.00449
22830,0.004413
22840,0.004498
22850,0.0044
22860,0.004457
22870,0.004507
22880,0.004515
22890,0.004426
22900,0.004437
22910,0.004506
22920,0.004418
22930,0.004474
22940,0.00442
22950,0.004499
22960,0.004457
22970,0.004461
22980,0.004456
22990,0.004464
23000,0.004481
23010,0.004471
23020,0.004551
23030,0.004471
23040,0.004477
23050,0.004479
23060,0.00448
23070,0.004478
23080,0.004448
23090,0.004498
23100,0.00449
23110,0.004505
23120,0.004541
23130,0.004568
23140,0.004465
23150,0.004531
23160,0.004633
23170,0.004501
23180,0.004577
23190,0.004514
23200,0.004579
23210,0.004543
23220,0.004521
23230,0.004515
23240,0.004525
23250,0.004483
23260,0.004579
23270,0.00452
23280,0.004506
23290,0.004532
23300,0.004536
23310,0.00456
23320,0.004509
23330,0.004552
23340,0.004793
23350,0.004639
23360,0.004508
23370,0.004569
23380,0.00457
23390,0.004658
23400,0.004785
23410,0.004587
23420,0.004579
23430,0.004591
23440,0.004598
23450,0.00457
23460,0.00459
23470,0.004535
23480,0.004668
23490,0.004554
23500,0.004545
23510,0.004801
23520,0.004562
23530,0.004619
23540,0.004585
23550,0.004641
23560,0.004566
23570,0.004609
23580,0.004592
23590,0.004618
23600,0.00456
23610,0.004609
23620,0.004808
23630,0.004605
23640,0.004644
23650,0.004609
23660,0.004638
23670,0.004639
23680,0.004632
23690,0.004614
23700,0.004647
23710,0.004629
23720,0.00468
23730,0.004852
23740,0.004671
23750,0.004644
23760,0.004625
23770,0.004716
23780,0.004632
23790,0.004657
23800,0.004609
23810,0.004637
23820,0.004711
23830,0.00463
23840,0.004817
23850,0.004733
23860,0.004673
23870,0.004644
23880,0.004622
23890,0.004752
23900,0.004716
23910,0.004647
23920,0.004703
23930,0.004665
23940,0.004661
23950,0.004643
23960,0.004686
23970,0.004675
23980,0.004694
23990,0.004677
24000,0.004745
24010,0.004685
24020,0.004778
24030,0.004717
24040,0.004712
24050,0.004696
24060,0.004743
24070,0.004696
24080,0.004764
24090,0.004754
24100,0.004805
24110,0.004725
24120,0.004676
24130,0.004831
24140,0.00477
24150,0.004739
24160,0.004733
24170,0.004765
24180,0.004737
24190,0.00474
24200,0.004717
24210,0.00479
24220,0.004771
24230,0.004771
24240,0.004788
24250,0.004736
24260,0.004757
24270,0.004767
24280,0.004803
24290,0.004708
24300,0.004785
24310,0.004749
24320,0.004746
24330,0.004775
24340,0.004782
24350,0.004795
24360,0.004811
24370,0.004773
24380,0.00479
24390,0.004756
24400,0.004785
24410,0.004801
24420,0.004825
24430,0.004761
24440,0.004793
24450,0.004842
24460,0.004802
24470,0.004833
24480,0.00482
24490,0.004996
24500,0.004826
24510,0.004906
24520,0.004754
24530,0.004962
24540,0.004844
24550,0.004797
24560,0.004818
24570,0.004868
24580,0.004774
24590,0.004904
24600,0.005029
24610,0.004924
24620,0.005032
24630,0.004879
24640,0.004831
24650,0.00485
24660,0.004787
24670,0.004875
24680,0.004797
24690,0.004822
24700,0.004876
24710,0.004966
24720,0.004872
24730,0.004864
24740,0.00483
24750,0.004806
24760,0.004883
24770,0.004916
24780,0.004901
24790,0.00484
24800,0.004925
24810,0.004857
24820,0.005022
24830,0.004889
24840,0.004907
24850,0.004845
24860,0.004949
24870,0.004869
24880,0.004891
24890,0.004874
24900,0.004923
24910,0.004925
24920,0.00489
24930,0.004873
24940,0.004886
24950,0.004883
24960,0.004944
24970,0.004864
24980,0.00493
24990,0.004904
25000,0.005015
25010,0.004886
25020,0.004928
25030,0.004906
25040,0.004893
25050,0.004914
25060,0.004899
25070,0.004936
25080,0.004905
25090,0.005133
25100,0.004949
25110,0.00495
25120,0.004995
25130,0.004979
25140,0.005033
25150,0.004926
25160,0.004932
25170,0.004968
25180,0.004908
25190,0.005008
25200,0.004906
25210,0.004959
25220,0.004974
25230,0.004974
25240,0.004923
25250,0.00506
25260,0.004945
25270,0.004959
25280,0.004941
25290,0.00498
25300,0.004934
25310,0.004986
25320,0.004974
25330,0.004996
25340,0.004982
25350,0.004986
25360,0.004936
25370,0.004968
25380,0.004995
25390,0.005015
25400,0.004977
25410,0.005116
25420,0.005006
25430,0.005078
25440,0.005061
25450,0.005045
25460,0.005084
25470,0.005243
25480,0.005047
25490,0.005004
25500,0.005017
25510,0.005052
25520,0.004978
25530,0.005061
25540,0.004976
25550,0.005024
25560,0.005027
25570,0.005006
25580,0.005225
25590,0.005046
25600,0.005049
25610,0.007039
25620,0.007441
25630,0.005101
25640,0.005066
25650,0.005078
25660,0.005061
25670,0.005005
25680,0.005069
25690,0.005298
25700,0.005043
25710,0.005053
25720,0.005044
25730,0.005048
25740,0.005056
25750,0.00502
25760,0.005078
25770,0.005071
25780,0.005115
25790,0.005187
25800,0.005453
25810,0.005194
25820,0.005088
25830,0.005242
25840,0.005083
25850,0.00512
25860,0.005113
25870,0.005081
25880,0.005107
25890,0.005095
25900,0.005091
25910,0.005263
25920,0.005127
25930,0.005131
25940,0.005166
25950,0.005231
25960,0.005088
25970,0.005198
25980,0.005162
25990,0.005092
26000,0.005086
26010,0.005157
26020,0.005091
26030,0.005103
26040,0.005113
26050,0.005138
26060,0.005333
26070,0.005212
26080,0.005127
26090,0.005208
26100,0.005126
26110,0.005169
26120,0.005214
26130,0.005188
26140,0.005188
26150,0.005183
26160,0.005179
26170,0.005212
26180,0.005135
26190,0.005173
26200,0.00512
26210,0.005173
26220,0.00522
26230,0.005189
26240,0.005184
26250,0.005182
26260,0.005155
26270,0.005153
26280,0.005171
26290,0.005255
26300,0.005198
26310,0.005169
26320,0.005192
26330,0.00524
26340,0.005164
26350,0.005176
26360,0.005186
26370,0.005264
26380,0.00523
26390,0.005219
26400,0.005188
26410,0.005187
26420,0.005194
26430,0.005233
26440,0.00532
26450,0.005356
26460,0.005199
26470,0.005211
26480,0.005198
26490,0.005243
26500,0.005396
26510,0.005246
26520,0.00521
26530,0.005214
26540,0.005253
26550,0.005248
26560,0.00551
26570,0.005245
26580,0.005206
26590,0.005253
26600,0.005245
26610,0.00528
26620,0.005282
26630,0.005289
26640,0.005281
26650,0.005315
26660,0.005211
26670,0.005423
26680,0.005372
26690,0.005264
26700,0.005266
26710,0.005372
26720,0.005243
26730,0.005298
26740,0.005252
26750,0.005248
26760,0.00526
26770,0.005276
26780,0.005509
26790,0.005317
26800,0.00536
26810,0.00531
26820,0.005318
26830,0.005321
26840,0.005301
26850,0.005323
26860,0.005366
26870,0.005288
26880,0.005283
26890,0.005483
26900,0.005315
26910,0.005266
26920,0.005295
26930,0.005374
26940,0.005312
26950,0.005318
26960,0.00568
26970,0.005323
26980,0.005319
26990,0.005384
27000,0.005318
27010,0.005334
27020,0.005339
27030,0.005362
27040,0.005338
27050,0.005417
27060,0.005341
27070,0.005332
27080,0.005371
27090,0.005324
27100,0.005338
27110,0.00538
27120,0.00535
27130,0.005371
27140,0.005387
27150,0.005348
27160,0.005347
27170,0.005349
27180,0.005411
27190,0.005383
27200,0.005389
27210,0.005368
27220,0.005393
27230,0.005446
27240,0.005413
27250,0.005417
27260,0.005339
27270,0.005392
27280,0.005417
27290,0.005384
27300,0.005416
27310,0.005405
27320,0.005383
27330,0.005433
27340,0.005429
27350,0.005396
27360,0.005407
27370,0.005481
27380,0.005538
27390,0.005373
27400,0.005451
27410,0.005378
27420,0.00545
27430,0.005636
27440,0.005404
27450,0.005394
